word,Reading,JLPT Level,Frequency Rank,Meaning
できもの,できもの,N1,0,"boil, rash"
手際,てぎわ,N1,0,"performance, skill, tact"
出くわす,でくわす,N1,0,"to happen to meet, to come across"
手順,てじゅん,N1,5831,"process, procedure, protocol"
手錠,てじょう,N1,0,"handcuffs, manacles"
手数,てすう,N1,0,"trouble, labor, handling"
デコレーション,デコレーション,N1,0,decoration
手近,てぢか,N1,0,"near, handy, familiar"
てっきり,てっきり,N1,0,"surely, certainly, beyond doubt"
鉄鋼,てっこう,N1,14949,iron and steel
デッサン,デッサン,N1,0,rough sketch (FRE: dessin)
徹する,てっする,N1,0,"to devote oneself, to believe in"
てっぺん,てっぺん,N1,0,"top, summit, apex"
鉄棒,てつぼう,N1,0,"iron rod, crowbar, horizontal bar (gymnastics)"
出直し,でなおし,N1,0,"adjustment, touch up"
掌,てのひら,N1,12025,the palm
手配,てはい,N1,11872,"arrangement, search (by police)"
手筈,てはず,N1,0,"arrangement, plan, program"
手引,てびき,N1,0,"guidance, guide, introduction"
手本,てほん,N1,0,"model, pattern"
手回し,てまわし,N1,0,"preparations, arrangements"
手元,てもと,N1,11542,"(money) on hand or at home, one's purse; usual skill"
デモンストレーション,デモンストレーション,N1,0,demonstration
照り返す,てりかえす,N1,0,"to reflect, to throw back light"
テレックス,テレックス,N1,0,"telex, teletypewriter exchange"
手分け,てわけ,N1,0,division of labor
天,てん,N1,1066,"heaven, sky"
田園,でんえん,N1,11650,"country, rural districts"
天下,てんか,N1,6631,"the world, whole country"
転回,てんかい,N1,0,"revolution, rotation"
連休,れんきゅう,N1,0,consecutive holidays
レンジ,レンジ,N1,9189,"range, stove"
連日,れんじつ,N1,19354,every day
連帯,れんたい,N1,14294,solidarity
レンタカー,レンタカー,N1,0,rented car
連中,れんちゅう,N1,0,"colleagues, company, a lot"
レントゲン,レントゲン,N1,0,X-ray (lit: Roentgen)
連邦,れんぽう,N1,1016,"commonwealth, federation of states"
連盟,れんめい,N1,1144,"league, union, alliance"
老衰,ろうすい,N1,0,"senility, senile decay"
朗読,ろうどく,N1,6655,"reading aloud, recitation"
浪費,ろうひ,N1,0,"waste, extravagance"
労力,ろうりょく,N1,15343,"labor, effort, trouble"
ロープウエイ,ロープウエイ,N1,0,"ropeway, aerial tram"
ロープ,ロープ,N1,8404,rope
ろくな,ろくな,N1,0,"satisfactory, decent"
露骨,ろこつ,N1,18812,"blunt, outspoken; conspicuous; broad, suggestive"
ロマンチック,ロマンチック,N1,0,romantic
論議,ろんぎ,N1,13114,discussion
論理,ろんり,N1,4300,logic
惑星,わくせい,N1,2301,planet
技,わざ,N1,1362,"art, technique"
わざわざ,わざわざ,N1,5370,"take the trouble (to do), doing something especially rather than incidentally"
煩わしい,わずらわしい,N1,0,"burdensome, troublesome, complicated"
渡り鳥,わたりどり,N1,0,"migratory bird, bird of passage"
ワット,ワット,N1,13459,watt
詫び,わび,N1,0,apology
和文,わぶん,N1,18305,"Japanese text, sentence in Japanese"
藁,わら,N1,0,straw
～割,～わり,N1,0,~ percent
割当,わりあて,N1,19553,"allotment, allocation, quota"
割込む,わりこむ,N1,0,"to cut in, to disturb"
悪者,わるもの,N1,0,"bad fellow, rascal"
我,われ,N1,4440,"me, oneself, self, ego"
捗る,はかどる,N1,0,"to make progress, to move right ahead (with the work), to advance"
はかない,はかない,N1,0,"short-lived, momentary, ephemeral"
ばかばかしい,ばかばかしい,N1,0,stupid
破棄,はき,N1,10097,"revocation, annulment, breaking (e.g., treaty)"
剥ぐ,はぐ,N1,0,"to tear off, to peel off, to rip off"
迫害,はくがい,N1,13952,persecution
薄弱,はくじゃく,N1,0,"feebleness, weakness, weak"
白状,はくじょう,N1,0,confession
漠然,ばくぜん,N1,0,"obscure, vague, equivocal"
爆弾,ばくだん,N1,3617,bomb
爆破,ばくは,N1,8435,"blast, explosion, blow up"
暴露,ばくろ,N1,11438,"disclosure, exposure, revelation"
励ます,はげます,N1,0,"to encourage, to cheer, to raise (the voice)"
励む,はげむ,N1,0,"to be zealous, to make an effort"
剥げる,はげる,N1,0,"to come off, to be worn off, to fade, to discolor"
化ける,ばける,N1,0,"to disguise, to take the form of"
派遣,はけん,N1,2123,"dispatch, send"
恥,はじ,N1,14358,"shame, embarrassment"
弾く,はじく,N1,19580,"to play (piano, guitar)"
パジャマ,パジャマ,N1,0,pajamas
恥じらう,はじらう,N1,0,"to feel shy, to be bashful, to blush"
恥じる,はじる,N1,0,to feel ashamed
橋渡し,はしわたし,N1,0,"bridge building', mediation"
弾む,はずむ,N1,0,"to bounce, to be encouraged, to splurge on"
破損,はそん,N1,10837,damage
叩く,はたく,N1,19236,"to strike, to clap, to dust, to beat"
裸足,はだし,N1,0,barefoot
果たす,はたす,N1,4009,"to accomplish, to fulfill, to carry out, to achieve"
蜂蜜,はちみつ,N1,0,honey
パチンコ,パチンコ,N1,7736,pachinko (Japanese pinball)
罰,ばつ,N1,8741,"punishment, penalty"
発育,はついく,N1,0,"(physical) growth, development"
発芽,はつが,N1,0,germination
発掘,はっくつ,N1,4493,"excavation, exhumation; discovery (e.g., new talent)"
発言,はつげん,N1,344,"utterance, speech, proposal"
バッジ,バッジ,N1,15012,badge
発生,はっせい,N1,792,"outbreak, spring forth, occurrence"
仕立てる,したてる,N1,0,"to tailor, to make, to prepare"
下取り,したどり,N1,0,"trade in, part exchange"
下火,したび,N1,0,"burning low, waning, declining"
実,じつ,N1,1332,"fruit, good result"
実家,じっか,N1,6031,(one's parents') home
失格,しっかく,N1,10340,"disqualification, elimination, incapacity (legal)"
質疑,しつぎ,N1,17738,question
失脚,しっきゃく,N1,13801,"losing one's standing, being overthrown, falling"
実業家,じつぎょうか,N1,0,"industrialist, businessman"
シック,シック,N1,0,chic
じっくり,じっくり,N1,19465,"deliberately, carefully"
躾,しつけ,N1,0,"discipline, training"
躾ける,しつける,N1,0,"to discipline, to teach manners"
実践,じっせん,N1,5030,"practice, put into practice"
質素,しっそ,N1,0,"simplicity, modesty, frugality"
実態,じったい,N1,6534,"truth, fact"
失調,しっちょう,N1,18622,"lack of harmony, imbalance"
嫉妬,しっと,N1,11376,jealousy
実費,じっぴ,N1,0,"actual expense, cost price"
指摘,してき,N1,834,"pointing out, identification"
自転,じてん,N1,13992,"rotation, spin"
助動詞,じょどうし,N1,0,auxiliary verb
淑やか,しとやか,N1,0,graceful
萎びる,しなびる,N1,0,"to shrivel, to fade"
シナリオ,シナリオ,N1,4167,scenario
しなやか,しなやか,N1,0,"supple, flexible, elastic"
屎尿,しにょう,N1,0,human waste
地主,じぬし,N1,13063,landlord
凌ぐ,しのぐ,N1,0,"to outdo, to surpass; to endure"
芝,しば,N1,2316,lawn
始発,しはつ,N1,10845,first train
耳鼻科,じびか,N1,0,otolaryngology
私物,しぶつ,N1,0,"private property, personal effects"
しぶとい,しぶとい,N1,0,"tenacious, stubborn"
司法,しほう,N1,4343,administration of justice
始末,しまつ,N1,11793,disposal; cleaning up afterwards
染みる,しみる,N1,0,to soak; pierce
使命,しめい,N1,12305,"mission, errand, message"
地元,じもと,N1,2017,local
視野,しや,N1,10244,"field of vision, outlook"
弱,じゃく,N1,6325,"delicate, supple"
社交,しゃこう,N1,15421,social life
ジャズ,ジャズ,N1,3970,jazz
謝絶,しゃぜつ,N1,0,refusal
社宅,しゃたく,N1,0,company owned house
若干,じゃっかん,N1,5080,"some, few, number of"
三味線,しゃみせん,N1,13053,three-stringed Japanese guitar
斜面,しゃめん,N1,11610,"slope, slanting surface, bevel"
砂利,じゃり,N1,0,"gravel, ballast, pebbles"
洒落る,しゃれる,N1,0,"to joke, to play on words; stylish"
ジャンパー,ジャンパー,N1,0,"jacket, jumper"
ジャンプ,ジャンプ,N1,2526,jump
ジャンボ,ジャンボ,N1,14924,jumbo
ジャンル,ジャンル,N1,1354,genre
主,しゅ,N1,295,"owner, master, god"
種,しゅ,N1,565,seed; variety
私有,しゆう,N1,17419,private ownership
～宗,～しゅう,N1,0,sect
収益,しゅうえき,N1,8417,"earnings, proceeds, returns"
修学,しゅうがく,N1,0,learning
周期,しゅうき,N1,5426,"cycle, period"
衆議院,しゅうぎいん,N1,1050,"Lower House, House of Representatives"
就業,しゅうぎょう,N1,17823,"employment, starting work"
従業員,じゅうぎょういん,N1,0,"employee, worker"
集計,しゅうけい,N1,6774,"totalization, aggregate"
襲撃,しゅうげき,N1,3451,"attack, charge, raid"
収支,しゅうし,N1,14769,income and expenditure
終始,しゅうし,N1,11946,from beginning to end; consistent(ly)
修士,しゅうし,N1,4823,Masters degree program
従事,じゅうじ,N1,4330,"engaging, pursuing, following"
終日,しゅうじつ,N1,16623,all day
充実,じゅうじつ,N1,2344,"fullness, perfection"
収集,しゅうしゅう,N1,3870,"gathering up, collection"
十字路,じゅうじろ,N1,0,crossroads
執着,しゅうちゃく,N1,16733,"attachment, adhesion, tenacity"
柔軟,じゅうなん,N1,3064,flexible
収容,しゅうよう,N1,2969,accommodation; seating; custody
従来,じゅうらい,N1,1527,"up to now, so far, traditional"
守衛,しゅえい,N1,0,"security guard, doorkeeper"
主演,しゅえん,N1,1010,"starring, playing the leading part"
主観,しゅかん,N1,5356,"subjectivity, subject, ego"
修行,しゅぎょう,N1,5822,"pursuit of knowledge, training, ascetic practice"
塾,じゅく,N1,4020,after-school (cram) school
祝賀,しゅくが,N1,18517,"celebration, congratulations"
宿命,しゅくめい,N1,18655,"fate, destiny, predestination"
手芸,しゅげい,N1,0,handicrafts
主権,しゅけん,N1,10116,sovereignty
主催,しゅさい,N1,2022,"organization, sponsorship, to host"
取材,しゅざい,N1,3219,"coverage, collecting data"
趣旨,しゅし,N1,3489,"object, meaning"
種々,しゅじゅ,N1,0,variety
主食,しゅしょく,N1,0,staple food
主人公,しゅじんこう,N1,1309,protagonist
主体,しゅたい,N1,3659,"subject, main constituent"
主題,しゅだい,N1,3178,"subject, theme, motif"
出演,しゅつえん,N1,218,"leading performer, stage appearance"
出血,しゅっけつ,N1,11891,bleeding
出現,しゅつげん,N1,2956,"appearance, arrival"
出産,しゅっさん,N1,6351,childbirth
出社,しゅっしゃ,N1,0,come to work
出生,しゅっしょう,N1,1605,birth
微量,びりょう,N1,0,"minuscule amount, extremely small quantity"
昼飯,ひるめし,N1,0,lunch (mid-day meal)
比例,ひれい,N1,4673,proportion
疲労,ひろう,N1,13513,"fatigue, weariness"
敏感,びんかん,N1,16945,"sensibility, susceptibility, sensitive (to)"
貧困,ひんこん,N1,7873,"poverty, lack"
品質,ひんしつ,N1,5582,quality
貧弱,ひんじゃく,N1,0,"poor, meager, insubstantial"
品種,ひんしゅ,N1,5992,"breed, type, variety"
ヒント,ヒント,N1,10324,hint
頻繁,ひんぱん,N1,5922,frequency
貧乏,びんぼう,N1,17675,"poverty, destitute, poor"
ファイト,ファイト,N1,6598,fight
ファイル,ファイル,N1,137,file; portfolio
ファン,ファン,N1,1147,fan
不意,ふい,N1,0,"sudden, abrupt, unexpected"
フィルタ,フィルタ,N1,18705,filter
封,ふう,N1,5548,seal
封鎖,ふうさ,N1,11866,"blockade, freezing (funds)"
風車,ふうしゃ,N1,18582,windmill
風習,ふうしゅう,N1,17839,custom
風俗,ふうぞく,N1,7324,"manners, customs; sex industry"
ブーツ,ブーツ,N1,14840,boots
風土,ふうど,N1,19609,"natural features, climate"
ブーム,ブーム,N1,6479,boom
フォーム,フォーム,N1,7171,foam; form
部下,ぶか,N1,4305,one's subordinate
不可欠,ふかけつ,N1,11368,"indispensable, essential"
ぶかぶか,ぶかぶか,N1,0,"too big, baggy"
不吉,ふきつ,N1,0,"ominous, sinister, bad luck, ill omen"
不況,ふきょう,N1,14782,"recession, depression, slump"
布巾,ふきん,N1,0,dish cloth
複合,ふくごう,N1,4329,"composite, complex"
福祉,ふくし,N1,2243,"welfare, well-being"
覆面,ふくめん,N1,14447,"mask, veil, disguise"
膨れる,ふくれる,N1,0,"to swell (out), to be inflated, to bulge"
不景気,ふけいき,N1,0,"business recession, hard times, depression"
耽る,ふける,N1,0,"to indulge in, to give oneself up to, to be absorbed in"
老ける,ふける,N1,0,to age
富豪,ふごう,N1,13475,"wealthy person, millionaire"
布告,ふこく,N1,10702,"edict, ordinance, proclamation"
ブザー,ブザー,N1,0,buzzer
負債,ふさい,N1,13960,"debt, liabilities"
不在,ふざい,N1,7834,absence
ふさわしい,ふさわしい,N1,8785,appropriate
不順,ふじゅん,N1,0,"irregularity, unseasonableness"
負傷,ふしょう,N1,3518,"injury, wound"
侮辱,ぶじょく,N1,12471,"insult, contempt, slight"
不審,ふしん,N1,13618,"suspicious, doubt, infidelity"
不振,ふしん,N1,9996,"dullness, slump, stagnation"
武装,ぶそう,N1,3026,"arms, armament, armed"
札,ふだ,N1,7120,"token, label; ticket, card; charm, talisman"
負担,ふたん,N1,4397,burden; load
不調,ふちょう,N1,14255,"bad condition, disorder, slump"
復活,ふっかつ,N1,1650,"revival (e.g., musical), restoration"
物議,ぶつぎ,N1,0,public discussion (criticism)
復旧,ふっきゅう,N1,7903,"restoration, restitution, rehabilitation"
復興,ふっこう,N1,3900,"revival, renaissance, reconstruction"
物資,ぶっし,N1,7692,"goods, materials"
仏像,ぶつぞう,N1,14458,Buddhist image (statue)
物体,ぶったい,N1,8361,object
沸騰,ふっとう,N1,0,"boiling, seething"
不当,ふとう,N1,8402,"injustice, impropriety, unfair"
不動産,ふどうさん,N1,4057,real estate
無難,ぶなん,N1,17013,"safety, security"
赴任,ふにん,N1,9740,(proceeding to) new appointment
腐敗,ふはい,N1,15539,"decay, depravity"
不評,ふひょう,N1,0,"bad reputation, disgrace, unpopularity"
不服,ふふく,N1,16431,"dissatisfaction, discontent, disapproval"
普遍,ふへん,N1,11639,"universality, ubiquity, omnipresence"
踏まえる,ふまえる,N1,0,"to be based on, to have origin in"
踏み込む,ふみこむ,N1,0,"to step into (someone else's territory, to break into, to raid"
不明,ふめい,N1,705,"unknown, ambiguous"
部門,ぶもん,N1,1111,"class, group, category, department, field, branch"
扶養,ふよう,N1,0,"support, maintenance"
ふらふら,ふらふら,N1,0,"unsteady on one's feet, totter, dizzy"
ぶらぶら,ぶらぶら,N1,0,"dangle heavily, sway to and fro, stroll idly"
振り返る,ふりかえる,N1,14226,"to turn head, to turn around, to look back"
振り出し,ふりだし,N1,0,"outset, starting point, drawing or issuing (draft)"
不良,ふりょう,N1,4862,"badness, delinquent, failure"
浮力,ふりょく,N1,0,buoyancy
武力,ぶりょく,N1,10908,"armed might, military power, the sword, force"
ブル,ブル,N1,4381,bull
震わせる,ふるわせる,N1,0,"to be shaking, to be trembling"
無礼,ぶれい,N1,0,"impolite, rude"
付録,ふろく,N1,7032,"appendix, supplement"
フロント,フロント,N1,4666,front
憤慨,ふんがい,N1,0,"indignation, resentment"
文化財,ぶんかざい,N1,1416,"cultural assets, cultural property"
分業,ぶんぎょう,N1,0,"division of labor, specialization, assembly-line production"
文語,ぶんご,N1,0,"written language, literary language"
分散,ぶんさん,N1,7050,"dispersion, decentralization, variance (statistics)"
分子,ぶんし,N1,4077,"numerator, molecule"
紛失,ふんしつ,N1,18355,losing something
噴出,ふんしゅつ,N1,15184,"spewing, gushing, spouting"
文書,ぶんしょ,N1,1535,"document, writing"
紛争,ふんそう,N1,4688,"dispute, trouble, strife"
