着工,ちゃっこう,N1,6555
茶の間,ちゃのま,N1,0
中腹,ちゅうふく,N1,0
聴講,ちょうこう,N1,0
聴診器,ちょうしんき,N1,0
調停,ちょうてい,N1,13004
重複,ちょうふく,N1,2636
塵取り,ちりとり,N1,0
沈殿,ちんでん,N1,0
使い道,つかいみち,N1,0
月並,つきなみ,N1,0
継目,つぎめ,N1,0
付け加える,つけくわえる,N1,0
謹む,つつしむ,N1,0
突っ張る,つっぱる,N1,0
勤め先,つとめさき,N1,0
つぶる ,つぶる ,N1,0
釣り鐘,つりがね,N1,0
吊り革,つりかわ,N1,0
ティシュペーパー,ティシュペーパー,N1,0
適性,てきせい,N1,0
デコレーション,デコレーション,N1,0
デッサン,デッサン,N1,0
手筈,てはず,N1,0
手引,てびき,N1,0
手回し,てまわし,N1,0
照り返す,てりかえす,N1,0
テレックス,テレックス,N1,0
手分け,てわけ,N1,0
転回,てんかい,N1,0
朗読,ろうどく,N1,6655
ロープウエイ,ロープウエイ,N1,0
渡り鳥,わたりどり,N1,0
割当,わりあて,N1,19553
割込む,わりこむ,N1,0
悪者,わるもの,N1,0
捗る,はかどる,N1,0
励む,はげむ,N1,0
橋渡し,はしわたし,N1,0
叩く,はたく,N1,19236
発芽,はつが,N1,0
下火,したび,N1,0
質疑,しつぎ,N1,17738
実業家,じつぎょうか,N1,0
実費,じっぴ,N1,0
萎びる,しなびる,N1,0
屎尿,しにょう,N1,0
地主,じぬし,N1,13063
三味線,しゃみせん,N1,13053
洒落る,しゃれる,N1,0
従業員,じゅうぎょういん,N1,0
執着,しゅうじゃく,N1,16733
守衛,しゅえい,N1,0
祝賀,しゅくが,N1,18517
手芸,しゅげい,N1,0
微量,びりょう,N1,0
貧弱,ひんじゃく,N1,0
布巾,ふきん,N1,0
耽る,ふける,N1,0
負債,ふさい,N1,13960
不順,ふじゅん,N1,0
不調,ふちょう,N1,14255
物議,ぶつぎ,N1,0
無難,ぶなん,N1,17013
踏まえる,ふまえる,N1,0
振り返る,ふりかえる,N1,14226
振り出し,ふりだし,N1,0
浮力,ふりょく,N1,0
震わせる,ふるわせる,N1,0
付録,ふろく,N1,7032
文化財,ぶんかざい,N1,1416
分散,ぶんさん,N1,7050
噴出,ふんしゅつ,N1,15184
辟易,へきえき,N1,0
弁論,べんろん,N1,18841
ボイコット,ボイコット,N1,0
方策,ほうさく,N1,0
報ずる,ほうずる,N1,0
葬る,ほうむる,N1,0
放り込む,ほうりこむ,N1,0
放り出す,ほうりだす,N1,0
惚ける,ぼける,N1,0
綻びる,ほころびる,N1,0
ポジション,ポジション,N1,1181
干し物,ほしもの,N1,0
保養,ほよう,N1,19822
マイクロフォン,マイクロフォン,N1,0
前売,まえうり,N1,0
真心,まごころ,N1,0
交える,まじえる,N1,0
またがる ,またがる ,N1,0
待ち合わせ,まちあわせ,N1,0
待ち遠しい,まちどおしい,N1,0
待ち望む,まちのぞむ,N1,0
真っ二つ,まっぷたつ,N1,0
纏まり,まとまり,N1,0
鞠,まり,N1,0
丸々,まるまる,N1,0
満場,まんじょう,N1,0
真ん前,まんまえ,N1,0
真ん丸い,まんまるい,N1,0
真ん円い,まんまるい,N1,0
～味,～み,N1,0
微塵,みじん,N1,0
ミセス,ミセス,N1,0
身近,みぢか,N1,14798
身の上,みのうえ,N1,0
身の回り,みのまわり,N1,0
見計らう,みはからう,N1,0
未練,みれん,N1,0
結び付き,むすびつき,N1,0
結び付く,むすびつく,N1,0
結び付ける,むすびつける,N1,0
無念,むねん,N1,0
斑,むら,N1,13761
名産,めいさん,N1,0
目付き,めつき,N1,0
目途,めど,N1,0
目盛,めもり,N1,0
申し入れる,もうしいれる,N1,0
申し出る,もうしでる,N1,0
申し分,もうしぶん,N1,0
持ち切り,もちきり,N1,0
専ら,もっぱら,N1,18571
腿,もも,N1,0
優位,ゆうい,N1,9787
遊牧,ゆうぼく,N1,0
歪む,ゆがむ,N1,0
濯ぐ,ゆすぐ,N1,0
養護,ようご,N1,9501
様相,ようそう,N1,16459
欲深い,よくふかい,N1,0
善し悪し,よしあし,N1,0
余所見,よそみ,N1,0
よって ,よって ,N1,0
呼び止める,よびとめる,N1,0
余程,よほど,N1,0
読み上げる,よみあげる,N1,0
寄り掛かる,よりかかる,N1,0
濫用,らんよう,N1,19135
領海,りょうかい,N1,0
領地,りょうち,N1,9413
林業,りんぎょう,N1,13608
類推,るいすい,N1,0
発病,はつびょう,N1,0
原っぱ,はらっぱ,N1,0
張り紙,はりがみ,N1,0
版画,はんが,N1,10473
控室,ひかえしつ,N1,0
引き上げる,ひきあげる,N1,0
引き起こす,ひきおこす,N1,9934
引下げる,ひきさげる,N1,0
引取る,ひきとる,N1,0
比重,ひじゅう,N1,19096
歪む,ひずむ,N1,0
引っ掻く,ひっかく,N1,0
雛祭,ひなまつり,N1,0
日の丸,ひのまる,N1,0
冷やかす,ひやかす,N1,0
標語,ひょうご,N1,10505
びら,びら,N1,0
～おしまい ,～おしまい ,N2,0
～時間目,～じかんめ,N2,0
明け方,あけがた,N2,0
編み物,あみもの,N2,0
粗筋,あらすじ,N2,0
言い付ける,いいつける,N2,0
生け花,いけばな,N2,0
一段と,いちだんと,N2,0
ウーマン,ウーマン,N2,16266
受け持つ,うけもつ,N2,0
打合せ,うちあわせ,N2,0
打ち消す,うちけす,N2,0
売り切れる,うりきれる,N2,0
売れ行き,うれゆき,N2,0
絵の具,えのぐ,N2,0
オートメーション,オートメーション,N2,0
応ずる,おうずる,N2,0
おおざっぱ,おおざっぱ,N2,0
大凡,おおよそ,N2,0
お気の毒に,おきのどくに,N2,0
送り仮名,おくりがな,N2,0
小父さん,おじさん,N2,0
お邪魔します,おじゃまします,N2,0
お出掛け,おでかけ,N2,0
落し物,おとしもの,N2,0
小母さん,おばさん,N2,0
お参り,おまいり,N2,0
思い掛けない,おもいがけない,N2,0
思い切り,おもいきり,N2,0
思い込む,おもいこむ,N2,0
思いっ切り,おもいっきり,N2,0
御中,おんちゅう,N2,0
概論,がいろん,N2,19297
書取,かきとり,N2,0
拡充,かくじゅう,N2,14125
火口,かこう,N2,0
下降,かこう,N2,17366
貸し出し,かしだし,N2,0
貸家,かしや,N2,0
加速度,かそくど,N2,14601
活字,かつじ,N2,16664
仮名遣い,かなづかい,N2,0
過半数,かはんすう,N2,13575
かび ,かび ,N2,0
被せる,かぶせる,N2,0
紙屑,かみくず,N2,0
可愛がる,かわいがる,N2,0
瓦,かわら,N2,9208
寒帯,かんたい,N2,0
漢和,かんわ,N2,0
切っ掛け,きっかけ,N2,0
斬る,きる,N2,12376
気を付ける,きをつける,N2,0
区切る,くぎる,N2,0
屑,くず,N2,0
組合せ,くみあわせ,N2,0
組み立てる,くみたてる,N2,0
蛍光灯,けいこうとう,N2,0
激増,げきぞう,N2,0
原料,げんりょう,N2,8528
光線,こうせん,N2,9580
交通機関,こうつうきかん,N2,0
ご苦労様,ごくろうさま,N2,0
腰掛,こしかけ,N2,0
擦る,こする,N2,0
言付ける,ことづける,N2,0
御無沙汰,ごぶさた,N2,0
御覧,ごらん,N2,0
逆様,さかさま,N2,0
酒場,さかば,N2,12725
作製,さくせい,N2,0
差し支え,さしつかえ,N2,16446
差し引き,さしひき,N2,0
座布団,ざぶとん,N2,0
産地,さんち,N2,9714
山林,さんりん,N2,18317
しいんと ,しいんと ,N2,0
司会,しかい,N2,2494
しかく しかくい,しかく しかくい,N2,0
四角い,しかくい,N2,0
自然科学,しぜんかがく,N2,0
湿気,しっき,N2,0
地盤,じばん,N2,12070
萎む,しぼむ,N2,0
締め切り,しめきり,N2,0
締め切る,しめきる,N2,0
社会科学,しゃかいかがく,N2,0
習字,しゅうじ,N2,0
じゅうたん ,じゅうたん ,N2,0
重点,じゅうてん,N2,8889
主役,しゅやく,N2,6352
順々,じゅんじゅん,N2,0
消極的,しょうきょくてき,N2,0
正味,しょうみ,N2,0
しわ ,しわ ,N2,0
信ずる,しんずる,N2,0
人文科学,じんぶんかがく,N2,0
針路,しんろ,N2,0
水産,すいさん,N2,5437
水滴,すいてき,N2,0
随筆,ずいひつ,N2,9456
水平線,すいへいせん,N2,0
ずうっと,ずうっと,N2,0
末っ子,すえっこ,N2,0
図形,ずけい,N2,16603
図表,ずひょう,N2,0
to print,ずるい,N2,0
青少年,せいしょうねん,N2,8981
整数,せいすう,N2,8930
専制,せんせい,N2,0
先々週,せんせんしゅう,N2,0
増減,ぞうげん,N2,16255
造船,ぞうせん,N2,4559
卒直,そっちょく,N2,0
それはいけませんね ,それはいけませんね ,N2,0
逸れる,それる,N2,0
存ずる,ぞんずる,N2,0
損得,そんとく,N2,0
ダイヤグラム,ダイヤグラム,N2,0
但し,ただし,N2,5614
立ち止まる,たちどまる,N2,0
断定,だんてい,N2,8864
田ぼ,たんぼ,N2,0
地下水,ちかすい,N2,0
近付ける,ちかづける,N2,0
縮む,ちぢむ,N2,0
縮める,ちぢめる,N2,0
縮れる,ちぢれる,N2,0
長短,ちょうたん,N2,0
調味料,ちょうみりょう,N2,0
直流,ちょくりゅう,N2,7484
貯蔵,ちょぞう,N2,14888
塵紙,ちりがみ,N2,0
通ずる,つうずる,N2,0
通帳,つうちょう,N2,0
突き当たり,つきあたり,N2,0
突き当たる,つきあたる,N2,0
突っ込む,つっこむ,N2,0
釣り合う,つりあう,N2,0
吊す,つるす,N2,0
定期券,ていきけん,N2,0
定休日,ていきゅうび,N2,0
出入口,でいりぐち,N2,5752
出入り口,でいりぐち,N2,0
適確,てきかく,N2,0
手拭い,てぬぐい,N2,0
問い合わせ,といあわせ,N2,5955
どういたしまして ,どういたしまして ,N2,0
同格,どうかく,N2,0
等分,とうぶん,N2,0
通り掛かる,とおりかかる,N2,0
溶け込む,とけこむ,N2,0
退ける,どける,N2,0
床の間,とこのま,N2,0
所々,ところどころ,N2,0
殿,どの,N2,3684
飛び込む,とびこむ,N2,0
取り入れる,とりいれる,N2,0
取り消す,とりけす,N2,0
傾らか,なだらか,N2,0
倣う,ならう,N2,0
日用品,にちようひん,N2,0
